author	comment	vote	snownlp
1khz	少年 牛 逼 曾国祥 牛 逼 周 冬雨 易 烊 千玺 牛 逼 哭 抽搐 最后 却 治愈 明白 挺好的 英文名 会 betterdays 很 好 不 需要 任何人 祈祷 最后 小北 念念 三分钟 对视 戏份 载入 经典 世界 充满希望 今年 最 喜欢 片子 ❤ ❤	53	0.9999999984456316
1khz	少年 牛 逼 曾国祥 牛 逼 周 冬雨 易 烊 千玺 牛 逼 哭 抽搐 最后 却 治愈 明白 挺好的 英文名 会 betterdays 很 好 不 需要 任何人 祈祷 最后 小北 念念 三分钟 对视 戏份 载入 经典 世界 充满希望 今年 最 喜欢 片子 ❤ ❤	53	0.9999999984456316
zitsunari	抛开 被迫 修改 配音 后半段 情节 观感 不 舒服 更 像是 某种 抓马 虹孔 类型 片 借尸还魂 高考 相关 部分 不少 人物 关系 行为 逻辑 都 内地 现实 相去甚远 最 开头 2011 年 5 月 微信 界面 错误 呈现 已 说明 只能 架空 感 高于 切身 感 作品 三个 人物 之口 先后 夸男主有 多帅 更 透露 导演 急功近利	32	0.9999999982461292
我在这里呀	挺好的 绝对 不错 挺好的 7.5 分数 不错 原罪 挺好的 拍 好 选择 原著 剧本 底色 不配 上映 原创 最大 侮辱 真切 希望 创作者 坚持 尊严 不要 去 想要 不错 融梗 便捷 路径 发家致富 演员 爱惜羽毛 抵制 不错 作品 才 不会 资本 狂欢 才能 更好 原创 市场	25	0.9999999981952523
nannan有深度	原作者 作品 曾 不错 融梗丁墨 t 大 尾鱼 这部 融梗 东野 圭 吾 很 喜欢 弟弟 更 心疼 从小 看到 大 作者 原创 作品 喜欢 不 抵制 演员 演员 演技 确实 好 单纯 抵制 作品 抵制 编剧	11	0.9999999980924625
无事不登三宝殿	后半段 基本 都 哭 下来 校园 喜欢 真的 不容忽视 家庭 陪伴 教育 很 重要 承载 孩子 希望 曾国祥 真的 牛 逼 主创 牛 逼 四字 真的 惊艳 我妈 未来	769	0.9999999980804968
夏树	其实 文本 弱 台词 其实 不 像是 生活 中会 说 出来 男女 主演 技太 厉害 张力 极强 不合理 合理 一部 名副其实 演技 驱动 型 作品 周 冬雨 角色 拿个 金马 没 问题 四字 最佳 新人 很 有把握 可惜 这届 金马 不能 参加 轨迹 成长 下去 周 冬雨 下 周迅 当然 没有 审查 这部 挺好的 会 更 完美	15	0.9999999979147085
🐰🐱🐶	小北 念念 演 太棒了 👏 生命 中有 人 愿意 未来 去 一位 人 拥有 未来 大概 少年	395	0.9999999978509599
宋丹丹	十分 讨厌 这种 题材 情节剧 化 无处不在 无所不能 摄影机 几乎 审判者 试图 以有 选择 耸动 赚 眼泪 大团圆 人 虚情假意 安慰 出现 很多 陷入 不同 困境 人 都 写 非常 扁平 轮班 特写 里 喊 完 创作者 想 说 PTSD 犯 太 害怕 中学 生活 更 害怕 恐惧 这种 方式 拍 出来	1022	0.9999999977462133
古尔齐亚	剧情 角色 充满 回环 转折 却 合乎情理 剧本 细节 打磨 很 好 曾国祥 这部 作品 史诗 级 试图 层面 东西 叠加 一起 易 烊 千玺 不良少年 演技 很 惊艳	118	0.9999999973314149
凌睿	面对 坠楼 忙 拍照 发微信 盖 上 衣服 面对 欺凌 假装 没 看见 选择 报警 盖 衣服 成 下 欺凌 人 报警 遭到 疯狂 报复 袖手旁观 人 平安无事 制止 恶行 却 受到牵连 欺凌 没人管 欺凌 人 死 马上 受到 伤害 无法 得到 保护 犯了罪 绝不 少判 一天 当初 不 重视 遭遇 如今 却 想 尽快 结案 接受 法律制裁 人人 都 说 帮 其实 没有 人能 帮 受过 教育 不 一定 品质 高尚 没上 过学 善良 正直 家境 富裕 好 学生 其实 校园 好看 始作俑者 眼中 小混混 却 真正 付出 行动 保护 弱者 只 看到 打架 却 没 看到 欺凌 人 挺身而出 不会 无私奉献 不会 他会 帮助 实现 梦想 甘愿 献出 保护 世界 保护 赢 才 不算 输	27558	0.9999999971463245
(๑･傻傻･๑)	金马 影后 一点 都 不 担心 很棒 易 烊 千玺 属于 厚积薄发 型 演员 两个 人 表演 很棒 成片 效果 超级 好 太 期待 以后 角色 可塑性 挺强 绝对 值得 看 剧情 不 透露 最后 希望 曾 遭受 校园 好看 喜欢 对待 孩子 都 得到 救赎	241	0.99999999706966
幻期颐	反正 没人 在乎 好怕 说好 保护 世界 保护 这是 纯真 极致 故事 现实 绝望 中 夹杂着 强烈 希望 救赎 导演 编剧 感情 处理 很 克制 点到为止 后劲 很强 泥泞 中 野蛮 生长 最后 粉碎 杂草 看 完 感觉 疏离 热烈 久久 缓 劲儿 小北 角色 真的 非常 魅力 易 烊 千玺 表现 远超 预期 二刷 预定	281	0.99999999675555
乔纳森	视觉 艺术 形式 上 无 贡献 该片 不能 五星 得到 结结实实 四星 人 人 之间 情谊 信任 刻画 非常 动人 的确 好 片子 两位 主演 表演 还 不是 最高 水准 朴实 感人	15	0.9999999967209425
乔纳森	视觉 艺术 形式 上 无 贡献 该片 不能 五星 得到 结结实实 四星 人 人 之间 情谊 信任 刻画 非常 动人 的确 好 片子 两位 主演 表演 还 不是 最高 水准 朴实 感人	15	0.9999999967209425
Strawberry	校园 喜欢 亲身经历 真的 感同身受 这部 挺好的 题材 真的 沉重 大桥 上小北 骑 摩托车 载 陈念 一幕 印象 太 深刻 陈念 小北 说 不是 想 人 不想 胡 做 朋友 其实 还 挺 喜欢 其实 保护 目的 言外之意 没想 一起 小北 微笑 说 说 大概 意思 不 记得 原话 其实 小北 都 知道 不会 主动 说 出来 小北 保护 陈念 从来 没有 想过 回报 单纯 想 去 保护 安全 保护 梦 自由 耳边 响起 Jay 那句 歌词 都 没有 却 还 梦 加油 催泪 点	619	0.9999999960802874
kyla土豆	太 写实 一部 挺好的 哭 感动 孩子 都 不 应该 校园 喜欢 对待 家长 应该 教育 好 孩子 好好 对待 别人 两位 主演 演技 太好了 感同身受 所处 环境	312	0.999999995974783
八九	小说 来看 一个男孩 女孩 保护 两个 人 黑暗 中 互相 成为 阳光 存在 世界 无声 抵抗 易 烊 千玺 第一部 挺好的 看 17 岁 时 几个 月 小北 人生 做 骨子里 都 没有 叛逆 知道 世界 上 所有 险恶 极致 温柔 希望 18 岁 去 看 17 岁 看看 小北 看看 塑造 人生	1900	0.9999999954920251
宁夕	看 完 马上 打分 真的 很 好 哭 想 活命 闭嘴 看到 后面 已经 挺好的院 哭 天昏地暗 现在 已经 失去 表达能力 反正 很 好 哭 生活 中 不是 所有 陈念 都 碰到 小北 希望 生活 中 陈念 遇到 守护 人 再 一次 还 会 做 没有 不 希望 借用 高考 前 老师 学生 说 一句 话天 就要 亮 光明 眼前	145	0.9999999954681871
Yourzzeroeight	东野 圭 吾 作品 精选集 值得 分 明知 原著 融梗 不错 还 去 拍摄 拍摄 团队 这部 融梗 挺好的 尝尽 红利 演员 拼命 扭曲 黑白 维护 偶像 粉丝 得到 一切都是 偷来 终 一天 还 回去	29	0.9999999937126864
文刀大土申	好看 列 年度 华语 挺好的 名单 挺好的 题材 意义 剧本创作 再 导演 整体 掌控 能力 两位 主角 表现力 都 达到 最佳 呈现 易 烊 千玺 惊喜 眼神 里 有戏 走个 路子 选片 4.5	452	0.9999999930392522
别吃了	保护 世界 保护 第一个 问 疼 不 疼 人 高考 完 变成 大人 从来 没有 一节课 教过 变成 大人 生活 阴沟 里 有人 依然 仰望 星空 挺好的 里 最 喜欢 几句 台词 很 戳 想 学生 时期 拥有 小北 没有勇气 成为 陈念	1506	0.999999992838484
不吃胡萝卜	里面 似乎 看到 曾经 年少 时 真实 执拗 单纯 无知 坚强 软弱 愿 所有 少年 都 爱 守护	688	0.9999999927935199
Sugar	小北 生活 阴暗 里 人 世界 里 充满 一场场 打架 血腥 反抗 污蔑 肮脏 反抗 周遭 异样 眼光 看似 都 不在乎 看似 冷漠 云淡风轻 是因为 不知 经历 黄昏 火车 呼啸而过 传来 烤面包 香气 遇见 陈念 成为 救赎 小北 其实 温柔 保护 陈念 告诉 太 干净 知道 温柔 人 叛逆 保护	282	0.9999999924705073
csh	视听 风格 大特写 主体 但景别 变化 中 蕴藏 隐性 叙事 非常 有趣 获得 小北 「 守护 之后 暂时 呈现 一系列 中 远景 段落 最终 大特写 直面 镜头 消解 最初 同等 景别 营造 闭塞 感	14	0.9999999911851255
干杯鱼	太 好看 易 烊 千玺 刮目相看 没想到 演技 好 很 爆发力 冬雨 一如既往 稳歌 听 喜欢 小北 说 喜欢 人要 最好 结局 哭死了 青春 快 回来 年轻 真 好	706	0.9999999908098273
迷恋自己	看 完 呜呜 演技 在线 既有 成长 思考 人性 思考 朦胧 甜蜜 少年 感情 好看	66	0.9999999893637251
子卿竹	易 烊 千玺 温柔 眼光 人 饰演 小北 反差 还 挺 惊讶 沧桑 眼神 明亮 眼神 温柔 眼神 倔强 眼神 孩子 用心 演绎 人物	2058	0.9999999889833106
兵荒马乱	黑暗 角落 遍布 世界 每个 地方 少年 泥沼 里 挣扎 反抗 直至 绝望 陈念 写 有人 生活 阴沟 却 依旧 仰望 光明 时间 万物 皆 苦 唯一 救赎	785	0.9999999880397265
风间隼	陈可辛 哭片 二代 目曾 国祥 新作 傍上 现实 题材 救 不 回 失控 煽情 塑造 人物 非哭 喊 显然 审查 无关 俩 人 垂泪 段落 都 拿掉 估计 节省 观众 10 分钟 时间 节奏 会 好 很多 当然 胜过 内地 青春片 一条街 至少 细节 到位 群演够 本色 价值观 够 人本 校园 好看 反映 完全 没有 深度 可言 五星 友邻 蛊	103	0.9999999874153921
木石子	两次 校园 欺凌 终结 一次 受害人 死亡 一次 加害者 死亡 挺好的 后者 挺好的 结束 陈念 面对 校园 喜欢 先是 沉默 寻求 合法 渠道 最后 以暴易暴 都 宣告 失败 冰冻三尺非一日之寒 若要 冰消 恐怕 花 好长时间	81	0.9999999750202788
zero	任何人 都 仰望 星空 不是 每个 人 都 遇到 相互 取暖 带来 依靠 人 希望 看 完 挺好的 每个 人 都 受到 感触 别人 温暖 青春 应该 美好 回忆 故事 最后 陈年 成为 想 成为 人 小北 无惧 阳光	694	0.9999999734182952
渊几代	日式 校园 好看 生搬硬套 好看清 北学霸 背景 设定 奇葩 还 没 学会 甄 嬛 传 吃 百家饭 融会贯通 仿佛 看到 致 青春 2 吴亦凡 张口 我要 上 清华 假大空	23	0.9999999731342516
阿德	完成度 说 曾 国祥 刮目相看 不为过 对得起 题材 讲故事 手法 很 高级 校园 欺凌 每个 人 或多或少 都 经历 这部 挺好的 会 反思 曾经 面对 校园 欺凌 做	726	0.9999999717469666
木子	温馨 提示 化妆 带 纸巾 心理 很 强大 花着 妆 出来 直接 买 下一场 直接 二刷 这部 剧 真的 很 好看 深刻 真实 周 冬雨 演技 真的 厉害 眼泪 说 掉 掉 最 惊喜 四字 弟弟 这部 挺好的 真的 证明 演技 代表作 流量 小生 中 真的 非常 非常 优秀 强推	113	0.999999968412023
叫wei吧	很多 人生 不能 事事 顺心如意 很 残酷 每个 时期 不同 小孩 都 不同 烦恼 想到 班上 学生 幸亏 学校 引导 下 健康 快乐 成长	487	0.9999999645259906
闲人	其实 有点 四六 不靠 校园 凌霸 议题 探讨 没 处理 特别 深入 前半部 分 男主角 戏份 过少 导致 爱情 戏 部分 看起来 有点 突兀 像是 商业 类型 片 素材 做 一部 文艺片 整个 制作 成色 不错 整体 导演 上 一部 七月 安生	36	0.9999999631675127
叶太美	主线 故事 太 不 清晰 高考 朦胧 爱情 原生 家庭 东 一块儿 西 一块儿 特别 混乱 没有 摆脱 青春片 套路 说 校园 好看 说白了 一部 狗血 偶像剧 说 实在 之前 郭某 玩意儿 好多	26	0.9999999609877657
Theo	影片 本身 来说 4 月 撤档 之后 夸赞 批评 好像 都 显得 有失公允 反倒 演员 人 异常 惊讶 不 知道 算不算 易 烊 千玺 银幕 处女作 经历 长时间 大 特写镜头 之后 依然 情绪 上 打动 观众 未来 期 特别 感动 卢凯彤 圈 出	307	0.9999999550359133
人间11月木婉清	本来 题材 没多大 兴趣 预售 很 高 朋友 跟风 看 首映 现在 哭 稀里哗啦 递 纸巾 校园 好看 伤害 这部 挺好的 真的 戳 心窝 看 很 难受 心疼 陈念 羡慕 陈念 整部 挺好的 都 很 细腻 值得一看	1384	0.9999999523196434
德卡的羊	86 100 部 勇敢 作品 大量 不 稳定 手持 浅 焦便 已 勾勒 出 破败 世界 某张 无形 大手 动作 戏 支离破碎 反而 那份 不 完整 中 窥见 生猛 意志 夹缝 中 向阳 雏菊 沟壑 里 滚烫 鲜血 反复 特写 面孔 面孔 灰暗 瞳孔 里 满 质问 反射 局部 伤痕 少年	149	0.9999999512901704
JxiA	中国 现在 需要 更 类似 题材 挺好的 跳 出来 原著 争议性 很大 仍 希望 这部 挺好的 观众 带来 一点点 一丝丝 影响 心理 十分 矛盾 认为 不错 融梗应 极力 反对 希望 社会 更加 重视 校园 喜欢	110	0.9999999427077613
燕子的简单生活	少年 关爱 少年 心理健康 学习 环境 问题 这方面 确实 需要 部门 整个 学校 社会 重视 非常 好 题材	797	0.9999999355459973
翻滚吧！蛋堡	无论是 曾国祥 周 冬雨 易 烊 千玺 都 太 人 意外 这才 算 真正 称得上 残酷 青春 几个 字 遗憾 过审 两人 结局 处理 过分 拧 巴 已经 足够 尖锐 有力 片尾 特别感谢 大泪点 所有 夜晚 出生 小孩 愿 都 不再 害怕 明天	109	0.9999999270929016
怀特慕斯糖	其实 不 喜欢 看 青春片 压抑 现实 甜蜜 恋爱 不得不 说 少年 确实 一部 好片 团队 很强 演员 很 不错	213	0.9999999216996994
天鹅太讨厌了	来看 首场 四字 弟弟 真的 太 人 惊喜 整部 挺好的 沉重 传递 力量 冬雨 演 好好 真 好 真 好 一部 非常 优秀 挺好的	1426	0.9999999109020192
南悠一	一部 混合 大 聪明 小聪明 作品 大 聪明 洞察 时代 真相 小聪明 连人名 都 带 玄机 生怕 别人 理解 不了 很难说 不 体现 磨 剧本 一项 考验 智慧 工夫 行为 失去 某种 作者 个性 曾国祥 站 台前	36	0.999999885839966
xx xx	很 幸运 爱 爸爸妈妈 善良 朋友 现实生活 中有 很多 看不到 陈念 小北 人 生活 黑暗 里	735	0.9999998587730061
晴晴青Qing♡	很 遗憾 青春 没有 小北 人来 保护 很 幸运 没有 陈念 经历 两位 主演 很 好 很棒 很 喜欢 很 能共情 值得一看	473	0.9999998545806885
Free falling	原来 每个 人 身边 世界 多么 黑暗 总会 个人 默默 陪伴 守护 希望 永远 干净 纯粹 希望 陪 身边	674	0.9999998483821849
我来了	愿 社会 温柔 对待 没有 伤害 没有 悲伤 小北 真是 勇敢 生活 中能 几个 小北 大家 都 和平相处 好	42	0.9999997595477571
我来了	愿 社会 温柔 对待 没有 伤害 没有 悲伤 小北 真是 勇敢 生活 中能 几个 小北 大家 都 和平相处 好	42	0.9999997595477571
小雨雨大魔王A	少年 无力 抗拒 校园 喜欢 小学 时 同桌 堵着 要钱 现在 都还没 忘记 都 不敢 去 上学 真的 谢谢 看到 好 挺好的 挺好的 中 透漏 希望	649	0.999999736576736
我叫叶zhizhi	看 完 挺好的 真的 真的 真的 很 值得 去 看 保护 世界 保护 少年 青涩 无畏 勇敢 去 喜欢 说 不	91	0.9999997345652659
赵启辰	这部 片能 上映 今年 唯一 感到 欣慰 事 力量 反思 做 成年人 做 从业者 很 惭愧 很 抱歉 希望 羞愧 自责 转化 力量	33	0.9999997303149565
鹿菏	黑暗 挺好的院 默默 流 一个多 小时 泪 出来 眼泪 已经 酸涩 快 睁不开 以为 高中 时期 好看 黑暗 记忆 已经 模糊 曾经 发生 事 都 刻意 遗忘 看到 这部 挺好的 里 熟悉 段落 时才 知道 伤害 永远 都 不会 消失 厚厚的 结痂 包裹 住 就算 脱落 伤口 痕迹 会 永存 … …	19	0.9999997260292288
火火火的北京	挺好的 最好 地方 在于 揭示 真实世界 背后 不 忘记 一阵 暖意 世界 美好 四字 弟弟 优秀 冬雨 美	254	0.9999996737453897
蓝色的椰子	剪 寸头 满脸 血 泥 造型 看出 易 烊 千玺 想 成为 好 演员 认真 诚意 不敢相信 片中 小混混 人 乖乖 形象 易 烊 千玺 影 后周 冬雨 对戏 完全 不输 长安 十二 时辰 李必 完全 不 易 烊 千玺 选片 一如既往 冒险 不可否认 交出 答卷 依然 很漂亮 演员 身份 易 烊 千玺 算是 彻底 立住	297	0.9999996590065222
VeryGZ	双子 杀手 抱 极 低 预期 去 看 预期 低 一大截 少年 抱 极 高 预期 去 看 还 预期 高上 一大截 开场戏 调度 便 技惊 四座 此后 剪辑 摄影 配乐 样样 俱佳 两张 面孔 完全 禁得住 浅 景深 特写 易 烊 千玺 眼神 已 印刻 脑海 里 久久不忘 审有 改动 痕迹 时间 线 整体 往前 推 几年 首尾 套 壳 慈云寺	15	0.9999996444703662
ZIJI	两位 演员 眼神 太 触动 人心 疼痛 韧劲 都 感受 跟着 一起 哭 想 守住 这份 希望 温柔	523	0.9999996004890679
独家记忆	易 烊 千玺 周 冬雨 简直 小北 陈念 本身 角色 演绎 太精彩 特别 易 烊 千玺 完全 不敢 想象 未经 专业训练 担纲 第一部 男主 挺好的 很多 微 表情 都 表达 太 到位 太有 感染力 真的 完全 颠覆 流量 看法 整部 挺好的 很 教育 意义 非常 值得一看	244	0.9999995719970234
柒熙	校园 喜欢 题材 吸引 看 之后 不得不 佩服 千玺 演技 ! ! 太 惊喜 真的 当然 周 冬雨 演技 一路 既往 高水平 两个 演员 都 好 喜欢 想要 二刷 打算	2550	0.9999995453145816
阿柴	很 不错 曾国祥 真的 好会 不怎么样 原著 小说 拍成 很 不错 挺好的 周 冬雨 当然 很灵 已经 完全 独挑大梁 女演员 易 烊 千玺 灵 清爽 显得 站 对面 黄觉 尹 昉 都 油腻 不少	82	0.9999994660528053
Peter Cat	3.5 潦草 缺乏 信服 力 第二幕 导致 第三幕 冗长 有点 情绪 失范 当然 不 排除 这是 审查 干预 仍旧 心满意足 拥抱 少年 浪漫主义 曾经 拥有 真挚	31	0.999999435027313
特立独行的猪	主演 演技 都 太赞 对易 烊 千玺 刮目相看 真的 没想到 演技 赞 超级 喜欢 校园 喜欢 题材 值得一看 牛 逼 牛 逼 周末 可能 要二刷	2327	0.999999346168137
韩老师上课了	这是 一部 写实 片子 真的 很 好 反映 社会 喜欢 问题 … … 希望 社会 以后 多多 关注 问题 每个 孩子 不要 失去 未来 光 男女 主都演 好好	5900	0.9999993228647777
徐若风	4.5 目前 今年 华语 片 最佳 几乎 塞满 人物 大 特写镜头 一次 疯狂 赌博 曾国祥 赌赢 两张 脸 眼睛 周 冬雨 易 烊 千玺 供出 极度 锋利 痛彻 心扉 表演 里面 包含 极度 复杂 情感 社会 困局 探讨 情节 层次 上 每个 转折点 都 用力 人 感觉 快受 不住 还 不停 反转 不间断 机枪 扫射 审讯 戏 已经 千疮百孔 不会 再 看 这部 挺好的 第二遍 承受不住 痛苦 看 完 一周 后 再 看看 演员 表演 食言 去 看 第二遍 ....	613	0.9999993045773357
痴迷张碳碳的小	世界 其实 没 黑暗 可能 总会 遇到 人 朋友 会 愿意 去 帮助 不是 孤单 确实 朋友 生活 指路明灯 挺好的 初心 很 好 建议 正 处在 青春期 同学 都 看一看	79	0.9999984143213152
荞麦	好看 不是 重点 失去 大人 保护 少年 生存 哭 快 晕过去 他妈的 看到 真实 内地 青春 世界 多加 一颗 星	696	0.9999983483560796
Ziggy.	主题 浮于 表面 … 表达 做作 矫情 … 警察局 戏份 观众 傻 逼 … 大 早上 来看 一部 青春 伤痛 文学 式 狗血 挺好的 … 四字 dd 演 倒 还行	750	0.999998282931204
不爱吃鱼的猫	去 影院 看 看 觉得 神似 白夜 行 设定 回家 后 才 知道 融梗 不 甘心 跑 去 看 原著 小说 感觉 恶心 炸 之前 甄 嬛 传 不错 没 感觉 现在 轮 喜欢 作者 不错 才 感同身受 白 瞎 好看 挺好的 白 瞎 好 演员 制作 团队 后期 做 优秀 原点 错 都 坨 屎	48	0.9999982671487276
balabalabar	从官 宣 之后 期待 挺好的 易 烊 千玺 周 冬雨 主创 组合 真的 很 人 惊喜 成熟 不乏 少年 感 演技 真的 没话说 代入 感太强 情绪 牵引 准备 二刷	798	0.9999981386304818
邓安庆	真 好 周 冬雨 应该 影后 易 烊 千玺 新人奖 曾国祥 始终 挖掘 人物 之间 动人 部分 细致入微 地去 铺垫 审加 部分 忽略 结尾 两人 隔窗 对视 又哭又笑 那段 好	309	0.9999979156352451
未见青山远	呜呜 校园 喜欢 题材 曾 国祥 导演 指导 选景 重庆 容纳 故事 城市 认真 钻研 角色 千玺 金马 影后 小黄 鸭 不 期待	637	0.9999977411705778
皮卡皮	真心 希望 深陷 沼泽 少年 都 人 拉 一把 有人 陪伴 有人 守护 有人 救赎 四字 弟弟 演技 真的 震惊 ! 真的 完全 抓 剧情 里面 ! ! ! 抓 死死的 !	2439	0.9999977026221494
鸡蛋黄不黄酱	挺好的院 才 看到 一半 迫不及待 评分 妈呀 真的 太 高出 期待 知道 四字 演技 很 没想到 无限 惊艳 预售 2 天半能 破 亿 粉丝 给力 之外 挺好的 本身 更加 人 期待 不 说 我要 好好看 前排 妹子 已经 偷偷 抹 眼泪 哈哈哈 哈哈哈	3106	0.9999976927142146
笑恕	四字 弟弟 演技 的确 惊艳 全场 依然 掩盖 不了 挺好的 略显 平庸 本质 只能 说 诛 仙式 营销 极其 败坏 路 人 好感 更何况 原作者 鼎鼎大名 融梗天 后 再 挺好的 影响力 不 可能 超越 最近 一系列 社会 事件 希望 经此 一役 不会 四字 毁 听 不到 真实 反馈 太 可怕 粉丝 理性 评价	12	0.9999976487895839
西西里的朗读者	易 烊 千玺 演技 还 行 白夜 行等片 类似 故事 拍过 很多遍 到底 写实 校园 好看 题材 男主为 女主 顶罪 黑色 题材 镜头 全程 杵 脸上 鬼 655	203	0.9999970454357632
Athos	演员 优秀 演员 挺好的 再 好 不错 不错 不好 恭喜 少年 成为 东野 先生 作品 改编 影视剧 新 标杆	18	0.9999969207570425
S.Tennyson	平平 无 奇 力道 不足 花 小时 铺垫 互为 救赎 故事 中途 忽然 掺杂 高考 激昂 向上 教育 歌颂 冲淡 原本 灰色 背景 整部 片子 情感 都 变得 尴尬 起来 保护 说辞 变得 缺乏 说服力 狗 十三 还 不及 去年 春天 不是 曾国祥 良好 发挥	119	0.99999402029194
嘻嘻嘻	演员 选 很 切合 主角 演技 在线 人 融入 剧情 中 看过 书 算 还原 度 很 高 值得一看	342	0.9999938057283736
一点点喜欢	挺好的 想象 中 要好看 很多 或许 每个 人 都 挺好的 里 看到 曾经 不 一定 主角 配角 身上 青春 痕迹	191	0.9999936682721016
😄	超级 好看 没想到 会 触动 心 看 完 很 感触 这是 一部 很 深意 挺好的 很 值得 大家 好好 去 看看	200	0.9999924775459871
已注销	愿 世界 都 善良 温柔 人 愿 世界 没有 欺凌 都 是从 少年 过来	2877	0.9999919618272322
我就是随便起的	整个 挺好的 看 下来 感染力 很强 人物 塑造 算是 成功 能够 人 产生共鸣 两个 主演 都 演技 在线 挺好的 命题 很 好 仰望 希望 抬头 会 一片 星光	885	0.9999917388179839
芝麻儿	两个 少年 世界 无端 针对 对视 一眼 瞬间 落泪 希望 世界 善良 一点	437	0.9999916453790686
路西法尔	青春片 陷阱 在于 都 浪漫 化 眼神 一次 牵手 一场 高考 犯罪 … … 易 烊 千玺 饰演 小混混 拙劣 模仿 庸俗 爱情片 中 男 主人公 腔调 不断 地吐出 赢 才 没输 故作 深情 金句 汗毛 倒 竖 可金句 频出 原因 恰恰 校园 欺凌 问题 缺少 深入 共情 沦为 活报剧 周 冬雨 不时 面 无表情 说些 正确 废话 郑易 警官 疯狂 谴责 受害人 不肯 相信 整部 影片 自恋 推向 巅峰 其实 公权力 自恋 半分 反省 可怕 三种 自恋 很多 人会 吃 … … 影片 题材 上映 不易 加 半颗 星	112	0.9999914002396412
静静地吃瓜	经历 校园 喜欢 知道 难受 体会 绝望 没有 人帮 想 掉落在 漩涡 里 太难 两位 主演 很棒 预告 吸引 人 正片 更加 觉得 抓住 希望 多么 幸运 感谢 演绎	805	0.9999895778502584
鮮花長于我傷口	他們 住 高樓 我們 淌 洪流 不為 日子 皺眉頭 答應 只 為 吻 才 低頭 看 電影 很 自然 想到 這句 歌詞 最難 忘 陳 念 含淚望 著小北 輕輕搖頭 小北狠厲 隱忍 眼神 看得 發顫 抖 兩個 孩子 承受 著命運 辜負 卻 怎麼 都 不肯 屈服 作為 對方 唯一 軟 肋 互相 舔 舐 傷口 眉頭 緊皺 忍淚 眼睛 太 讓 人 心疼 那雙 眼睛 太 悲傷 盛滿 倔強 不甘 無奈 疼痛 看 一眼 心 都 揪 一起 很 喜歡 英文 譯名 Betterdays 脱身 苦海 光而生 没有 人生 身陷 泥潭 囹圄 禁锢 丛生 荒芜 惟願 天下 所有 孩子 都 命運眷 顧 保護 呵護 快樂要 幸福	4200	0.9999881140164626
noelsun	没有 想到 最后 呈现 出来 会 完美 真的 非常感谢 周 冬雨 易 烊 千玺 特别 易 烊 千玺 表演 非常 罕见 看到 青涩 坚毅 两种 特质 会二刷	1703	0.9999881078172984
今天更博学了吗	陈念 小北 都 很 好 棒 守护 人 东西 都 努力 坚持 保护 世界 保护 都 看 哭	472	0.999988083760079
问章北海要信仰	很 好 不 需要 任何人 祈祷 祈祷 更 人 看到 念 念 地狱 一念小北	7246	0.9999871595402116
蛮吵	追逐 世界 追逐 背影 保护 世界 保护	6696	0.9999854880627713
Miss Flamingo	迟到 4 月 少年 一如 当初 期待 模样 2019 年 夏天 终于 到来 欢迎 小北 非常 用心 非常 真实 非常 感动 感谢 所有 主创 幕后 人员 等待 都 值得 ❤ ️ ❤ ️ ❤ ️ ❤ ️	781	0.9999821031990711
little bai	善 恶 正义 世界 真的 非黑 白 好人 好 报 菩萨 保佑 这句 话 说 出来 还 真是 讽刺 希望 世界 生活 阴沟 里 人 都 能够 看到 希望 主创 用心 泪点 密集 居然 笑点	188	0.9999801771741653
小心超人	好看 赤裸裸 原创 好看 一天 中国 原创 死 在座 都 帮凶 易 烊 千玺 凹出 成熟 硬汉 人设 渐渐 黄晓明 靠拢 三观 正确 始终 比不上 资本 利益	24	0.9999795852880519
水木丁	华人 挺好的 近代史 上 大陆 没有 贡献 经典 少年 人物形象 千玺 终于 刷新 零	222	0.9999787077204899
不如跳舞	不 知道 说 不错 融梗 反正 很 明显 感觉 白夜 行 嫌疑人 X 献身 融合 一下 加上 高考 设定 再 加 两人 都 抓 结尾 全程 出戏 东野 圭 吾 书粉 觉得 这部 挺好的 太 恶心	3898	0.9999755101320621
乘峰破浪	剧情 很赞 易 烊 千玺 演技 出乎意料 周 冬雨 不错 这种 题材 挺好的 拍 好不容易 … … 期待 易 烊 千玺 弟弟 下次 表演	691	0.9999749297493095
已注销	幼稚 恶意 可怕 不讲道理 没有 逻辑 带给 当事人 伤害 却 不会 减少 女主 很 幸运 遇到 保护 人 更 人 没有 这份 幸运 希望 以后 规章制度 法律 直接 干预 减少 悲剧	143	0.9999689323803131
12580	总有 人 少年 阳光 下 雨露 中 总会 有人 默默 守护	61	0.999963002744208
凹凸	悲伤 逆流 成河 配不上 当不起 少年 都 做到 远远 不止 已 经历 删减 仍能 看到 批判 尖锐	134	0.9999620670852477
谁也爱吃鳗鱼饭	三刷 依旧 后劲 很足 看到 很多 之前 没 看到 细节 导演 很 有心 演员 演技 都 在线 恶意 黑 看 基本 都 挺好的 都 没 看 呵呵	58	0.9999608162533983
我看你要吃粑粑	不愧 金马 班底 小黄 鸭 姐姐 真的 灵气 演 特别 好 四字 弟弟 很 惊艳	178	0.9999604751785977
